id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,difficulty,cefr_level,toeic_level,frequency,synonyms,antonyms,word_family,collocations,phrasal_verbs,grammar_pattern,common_mistakes,usage_note,topic,mnemonic,mnemonic_type,memory_tip,is_common,stage,created_at,updated_at
,deadline reminder,phrasal verb,deadline reminder,,deadline reminder trong ngữ cảnh kinh doanh.,deadline reminder plays an important role in business.,Dịch: deadline reminder plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,deadline reminder = deadline reminder,True,4,,
,department performance,phrasal verb,department performance,,department performance trong ngữ cảnh kinh doanh.,department performance plays an important role in business.,Dịch: department performance plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,department performance = department performance,True,4,,
,success metric,phrasal verb,success metric,,success metric trong ngữ cảnh kinh doanh.,success metric plays an important role in business.,Dịch: success metric plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,success metric = success metric,True,4,,
,team discussion,phrasal verb,team discussion,,team discussion trong ngữ cảnh kinh doanh.,team discussion plays an important role in business.,Dịch: team discussion plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,team discussion = team discussion,True,4,,
,engagement survey,phrasal verb,engagement survey,,engagement survey trong ngữ cảnh kinh doanh.,engagement survey plays an important role in business.,Dịch: engagement survey plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,engagement survey = engagement survey,True,4,,
,training room,phrasal verb,training room,,training room trong ngữ cảnh kinh doanh.,training room plays an important role in business.,Dịch: training room plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,training room = training room,True,4,,
,office lobby,phrasal verb,office lobby,,office lobby trong ngữ cảnh kinh doanh.,office lobby plays an important role in business.,Dịch: office lobby plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,office lobby = office lobby,True,4,,
,office sign,phrasal verb,office sign,,office sign trong ngữ cảnh kinh doanh.,office sign plays an important role in business.,Dịch: office sign plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,office sign = office sign,True,4,,
,contact directory,phrasal verb,contact directory,,contact directory trong ngữ cảnh kinh doanh.,contact directory plays an important role in business.,Dịch: contact directory plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,contact directory = contact directory,True,4,,
,management structure,phrasal verb,management structure,,management structure trong ngữ cảnh kinh doanh.,management structure plays an important role in business.,Dịch: management structure plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,management structure = management structure,True,4,,
,employee authority,phrasal verb,employee authority,,employee authority trong ngữ cảnh kinh doanh.,employee authority plays an important role in business.,Dịch: employee authority plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,employee authority = employee authority,True,4,,
,new employee,phrasal verb,new employee,,new employee trong ngữ cảnh kinh doanh.,new employee plays an important role in business.,Dịch: new employee plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,new employee = new employee,True,4,,
,office staff,phrasal verb,office staff,,office staff trong ngữ cảnh kinh doanh.,office staff plays an important role in business.,Dịch: office staff plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,office staff = office staff,True,4,,
,office assistant,phrasal verb,office assistant,,office assistant trong ngữ cảnh kinh doanh.,office assistant plays an important role in business.,Dịch: office assistant plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,office assistant = office assistant,True,4,,
,service representative,phrasal verb,service representative,,service representative trong ngữ cảnh kinh doanh.,service representative plays an important role in business.,Dịch: service representative plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Sales & Marketing,,,service representative = service representative,True,4,,
,market analyst,phrasal verb,market analyst,,market analyst trong ngữ cảnh kinh doanh.,market analyst plays an important role in business.,Dịch: market analyst plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,market analyst = market analyst,True,4,,
,sales specialist,phrasal verb,sales specialist,,sales specialist trong ngữ cảnh kinh doanh.,sales specialist plays an important role in business.,Dịch: sales specialist plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,sales specialist = sales specialist,True,4,,
,training coordinator,phrasal verb,training coordinator,,training coordinator trong ngữ cảnh kinh doanh.,training coordinator plays an important role in business.,Dịch: training coordinator plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,training coordinator = training coordinator,True,4,,
,management training,phrasal verb,management training,,management training trong ngữ cảnh kinh doanh.,management training plays an important role in business.,Dịch: management training plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,management training = management training,True,4,,
,development program,phrasal verb,development program,,development program trong ngữ cảnh kinh doanh.,development program plays an important role in business.,Dịch: development program plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,development program = development program,True,4,,
,procedure manual,phrasal verb,procedure manual,,procedure manual trong ngữ cảnh kinh doanh.,procedure manual plays an important role in business.,Dịch: procedure manual plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,procedure manual = procedure manual,True,4,,
,user guide,phrasal verb,user guide,,user guide trong ngữ cảnh kinh doanh.,user guide plays an important role in business.,Dịch: user guide plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,user guide = user guide,True,3,,
,policy announcement,phrasal verb,policy announcement,,policy announcement trong ngữ cảnh kinh doanh.,policy announcement plays an important role in business.,Dịch: policy announcement plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,policy announcement = policy announcement,True,4,,
,internal message,phrasal verb,internal message,,internal message trong ngữ cảnh kinh doanh.,internal message plays an important role in business.,Dịch: internal message plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,internal message = internal message,True,4,,
,workplace etiquette,phrasal verb,workplace etiquette,,workplace etiquette trong ngữ cảnh kinh doanh.,workplace etiquette plays an important role in business.,Dịch: workplace etiquette plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,workplace etiquette = workplace etiquette,True,4,,
,ethical conduct,phrasal verb,ethical conduct,,ethical conduct trong ngữ cảnh kinh doanh.,ethical conduct plays an important role in business.,Dịch: ethical conduct plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,ethical conduct = ethical conduct,True,4,,
,business ethics,phrasal verb,business ethics,,business ethics trong ngữ cảnh kinh doanh.,business ethics plays an important role in business.,Dịch: business ethics plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,business ethics = business ethics,True,4,,
,equal treatment,phrasal verb,equal treatment,,equal treatment trong ngữ cảnh kinh doanh.,equal treatment plays an important role in business.,Dịch: equal treatment plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,equal treatment = equal treatment,True,4,,
,staff welfare,phrasal verb,staff welfare,,staff welfare trong ngữ cảnh kinh doanh.,staff welfare plays an important role in business.,Dịch: staff welfare plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,staff welfare = staff welfare,True,4,,
,staff support,phrasal verb,staff support,,staff support trong ngữ cảnh kinh doanh.,staff support plays an important role in business.,Dịch: staff support plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,staff support = staff support,True,4,,
