id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,topic,topic_url,created_at
188,description,n.,"‹sự› diễn tả, mô tả; diện mạo, hình dạng",/dis'kripʃn/,a piece of writing or speech that says what someone or something is like; the act of writing or saying in words what someone or something is like,This is the description of our new house.,Đây là mô tả của ngôi nhà mới của chúng tôi.,https://audio.tflat.vn/data/cache/images/300x225/d/e/description2.jpg,https://audio.tflat.vn/audio/d/e/description.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
189,disperse,v.,"Giải tán, tan tác",/dis'pə:s/,to move apart and go away in different directions,Police dispersed the protesters with tear gas.,Cảnh sát giải tán người biểu tình bằng hơi cay.,https://audio.tflat.vn/data/images_example/300x225/p/o/police_dis_ex1_56248d167f8b9a040dc661ec.jpg,https://audio.tflat.vn/audio/d/i/disperse.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
190,entertainment,n.,"‹sự› giải trí, tiêu khiển","/,entə'teinmənt/","movies, music, etc. used to entertain people",There was not entertainment for children of guests at the hotel.,Không có trò giải trí nào cho những vị khách trẻ em ở khách sạn.,https://audio.tflat.vn/data/cache/images/300x225/e/n/entertainment2.jpg,https://audio.tflat.vn/audio/e/n/entertainment.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
191,influence,v.,Ảnh hưởng ,/ˈɪnfluəns/,,My father was the biggest influence on my character.,Bố tôi là người ảnh hưởng lớn nhất tới tính cách tôi.,https://audio.tflat.vn/data/cache/images/300x225/i/n/influence-v1.jpg,https://audio.tflat.vn/audio/i/n/influence-v.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
192,range,n.,Phạm vi,/reɪndʒ/,a variety of things of a particular type,The range of the director's vision is impressive.,Tầm nhìn của đạo diễn là đầy ấn tượng.,https://audio.tflat.vn/data/cache/images/300x225/r/a/range1.png,https://audio.tflat.vn/audio/r/a/range.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
193,release,v.,Phát hành,/rɪˈliːs/,to let someone or something come out of a place where they have been kept,She is trying to release her album as planned.,Cô ấy đang cố gắng để phát hành đĩa nhạc của mình như đã dự định.,https://audio.tflat.vn/data/images_example/300x225/s/h/she_is_try_ex1_56248d0b7f8b9a000de3cfa9.jpg,https://audio.tflat.vn/audio/r/e/release.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
194,representation,n.,"Đại diện, sự diễn tả","/,reprizen'teiʃn/",the act of presenting someone or something in a particular way,The film's representation of world poverty through the character of the hungry child was quite moving.,Sự diễn tả của bộ phim về thế giới bần cùng thông qua nhân vật đứa trẻ đói khát thì khá là thương tâm.,https://audio.tflat.vn/data/cache/images/300x225/r/e/representation.jpg,https://audio.tflat.vn/audio/r/e/representation.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
195,separately,adv.,Một cách riêng biệt,/'seprətli/,as a separate person or thing; not together,The theater was very crowded so we had to sit separately.,Rạp hát rất đông nên chúng tôi phải ngồi riêng rẽ.,https://audio.tflat.vn/data/cache/images/300x225/s/e/separately1.png,https://audio.tflat.vn/audio/s/e/separately.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
196,successive,adj.,"Kế tiếp, liên tiếp",/sək'sesiv/,following immediately one after the other,This was their fourth successive win.,Đây là chiến thắng thứ tư liên tiếp của họ.,https://audio.tflat.vn/data/images_example/300x225/t/h/this_was_t_ex1_56248d167f8b9a040dc661fc.jpg,https://audio.tflat.vn/audio/s/u/successive.mp3,Movies,https://tienganhtflat.com/blog/toeic-words-movies,2026-07-24 17:22:34.132489
197,accustom to,v.,"Làm cho quen, tập cho quen",/əˈkʌstəm tu:/,to become familiar with,Chefs must accustom themselves to working long hours.,Các đầu bếp phải tự làm quen với việc nấu nướng trong nhiều giờ.,https://audio.tflat.vn/data/cache/images/300x225/a/c/accustom_to1.jpg,https://audio.tflat.vn/audio/a/c/accustom_to.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
198,apprentice,n.,"Người học việc, người mới vào nghề",/ə'prentis/,young person who works for an employer for a fixed period of time in order to learn the particular skills needed in their job,The cooking school has an apprentice program that places students in restaurants to gain work experience.,Trường dạy nấu ăn có một chương trình học nghề là đưa học viên đến các nhà hàng để lấy kinh nghiệm làm việc.,https://audio.tflat.vn/data/cache/images/300x225/a/p/apprentice1.png,https://audio.tflat.vn/audio/a/p/apprentice.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
199,culinary,adj.,Việc bếp núc,/'kʌlinəri/,connected with cooking or food,The chef was widely known for his culinary artistry.,Người đầu biết được biết đến rộng rãi về nghệ thuật thuật ẩm thực của ông ấy.,https://audio.tflat.vn/data/cache/images/300x225/c/u/culinary1.png,https://audio.tflat.vn/audio/c/u/culinary.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
200,demand,n.,Nhu cầu,/dɪˈmɑːnd/,,Higher prices reduce demand.,Giá cao hơn làm giảm nhu cầu.,https://audio.tflat.vn/data/cache/images/300x225/d/e/demand1.jpg,https://audio.tflat.vn/audio/d/e/demand.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
201,incorporate,v.,Kết hợp chặt chẽ; hợp thành tổ chức/đoàn thể,/in'kɔ:pərit/,to include something so that it forms a part of something,Here are the fresh greens for you to incorporate into a salad.,Đây là rau tươi cho anh để kết hợp thành một món salad (rau trộn).,https://audio.tflat.vn/data/cache/images/300x225/i/n/incorporate2.png,https://audio.tflat.vn/audio/i/n/incorporate.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
202,influx,n.,"Sự chảy vào, sự tràn vào",/'inflʌks/,"the fact of a lot of people, money, or things arriving somewhere","Due to the rise in popularity of cooking as a career, cooking schools report an influx of applications.","Vì việc gia tăng sự phổ biến của nghề nấu ăn, các trường dạy nấu ăn báo cáo một dòng chảy các đơn xin nhập học.",https://audio.tflat.vn/data/cache/images/300x225/i/n/influx1.png,https://audio.tflat.vn/audio/i/n/influx.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
203,method,n.,"Phương pháp, cách thức",/ˈmeθəd/,a particular way of doing something,Gloria perfected a simple method for making croissants.,Gloria đã hoàn thành một phương pháp đơn giản để làm bánh sừng bò.,https://audio.tflat.vn/data/cache/images/300x225/m/e/method1.jpg,https://audio.tflat.vn/audio/m/e/method.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
204,outlet,n.,"Chỗ thoát ra, lối ra",/'autlet/,"a way of expressing or making good use of strong feelings, ideas, or energy",Many people find cooking to be a hands-on outlet for their creativity.,Nhiều người xem nấu ăn là một phương tiện thực hành để thỏa mãn óc sáng tạo của mình.,https://audio.tflat.vn/data/cache/images/300x225/o/u/outlet1.png,https://audio.tflat.vn/audio/o/u/outlet.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
205,profession,n.,Nghề nghiệp,/prəˈfeʃən/,"a type of job that needs special training or skill, especially one that needs a high level of education",Cooking is considered as much a profession as law or medicine.,Nấu ăn được xem là một nghề nghiệp cũng như là nghề luật hay nghề y.,https://audio.tflat.vn/data/cache/images/300x225/p/r/profession1.jpg,https://audio.tflat.vn/audio/p/r/profession.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
206,relinquish,v.,"Từ bỏ, buông thả",/ri'liɳkwiʃ/,"to stop having something, especially when this happens unwillingly","After Claude married Kiki, he had to relinquish his exclusive hold on the kitchen and learn to share the joys of cooking.","Sau khi Claude lấy Kiki, anh ta đã phải từ bỏ độc quyền nắm giữ nhà bếp và biết chia sẻ niềm vui nấu nướng.",https://audio.tflat.vn/data/cache/images/300x225/r/e/relinquish1.jpg,https://audio.tflat.vn/audio/r/e/relinquish.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
620,commodity,noun,hàng hóa,/kəˈmɑːdəti/,a product that can be traded,Rice is an important commodity.,Gạo là một mặt hàng quan trọng.,,,Trade,,2026-07-24 17:36:44.573617
701,preliminary,adjective,sơ bộ,/prɪˈlɪməneri/,coming before the main part,The report is preliminary.,Đây là báo cáo sơ bộ.,,,Business,,2026-07-24 17:39:02.670694
207,theme,n.,"Đề tài, chủ đề",/θi:m/,"the subject or main idea in a talk, piece of writing, or work of art",North American literature is the main theme of this year's festival.,Văn học Bắc Mỹ là chủ đề chính của lễ hội năm nay.,https://audio.tflat.vn/data/cache/images/300x225/t/h/theme1.jpg,https://audio.tflat.vn/audio/t/h/theme.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
208,draw,v.,"Thu hút, lôi cuốn",/drɔ:/,to attract or interest someone,Matthew was drawn to a career in cooking.,Matthew đã bị lôi cuốn với công việc nấu ăn.,https://audio.tflat.vn/data/cache/images/300x225/d/r/draw-v2.jpg,https://audio.tflat.vn/audio/d/r/draw-v.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career,2026-07-24 17:22:34.132489
209,access,n.,"Quyền truy cập, sự tiếp cận ",/ˈækses/,the opportunity or right to use something,I cannot easily get access to the Internet.,Tôi không thể dễ dàng có được quyền truy cập vào Internet.,https://audio.tflat.vn/data/cache/images/300x225/a/c/access1.jpg,https://audio.tflat.vn/audio/a/c/access.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
210,allocate,v.,"Cấp cho, phân phối",/ˈæləkeɪt/,to give something officially to somebody / something for a particular purpose,The office manager did not allocate enough money to purchase software.,Người quản lý văn phòng không cấp đủ tiền để mua sắm phần mềm.,https://audio.tflat.vn/data/cache/images/300x225/a/l/allocate1.png,https://audio.tflat.vn/audio/a/l/allocate.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
211,compatible,adj.,"Tương thích, hợp nhau ",/kəm'pætəbl/,able to be used together,"Because my girlfriend and I listen to the same music artists, we have compatible tastes in music.","Vì tôi và bạn gái tôi cùng nghe nhạc của những nghệ sĩ giống nhau, nên chúng tôi hợp nhau về thị hiếu âm nhạc.",https://audio.tflat.vn/data/images_example/300x225/b/e/because_my_ex1_56248d157f8b9a040dc65e00.jpg,https://audio.tflat.vn/audio/c/o/compatible.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
212,delete,v.,"Xóa đi, bỏ đi",/di'li:t/,to remove something that has been written or printed,The technicians deleted all the data on the disk accidentally.,Kỹ thuật viên đã vô tình xóa mọi dữ liệu trên đĩa.,https://audio.tflat.vn/data/cache/images/300x225/d/e/delete2.jpg,https://audio.tflat.vn/audio/d/e/delete.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
213,display,v.,"Hiển thị, trình bày ",/dis'plei/,to put something in a place where people can see it easily,The accounting program displays a current balance when opened.,Chương trình kế toán hiển thị một con số cân bằng thu chi khi mở (chương trình đó) ra.,https://audio.tflat.vn/data/cache/images/300x225/d/i/display1.jpg,https://audio.tflat.vn/audio/d/i/display.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
214,duplicate,v.,"Sao lại, nhân đôi",/'dju:plikit/,to make an extract copy of something,I think the new word processing program will duplicate the success of the one introduced last year.,Tôi nghĩ rằng chương trình xử lý văn bản mới sẽ thành công gấp đôi so với chương trình được giới thiệu hồi năm ngoái.,https://audio.tflat.vn/data/cache/images/300x225/d/u/duplicate2.jpg,https://audio.tflat.vn/audio/d/u/duplicate.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
215,failure,n.,"Trượt, thất bại ",/'feiljə/,lack of success in doing or achieving something,The success or failure of the plan depends on you.,Kế hoạch thành công hay thất bại là phụ thuộc vào bạn.,https://audio.tflat.vn/data/cache/images/300x225/f/a/failure1.png,https://audio.tflat.vn/audio/f/a/failure.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
216,figure out,v.,"Đoán ra, giải ra",/ˈfɪɡə/,to calculate an amount or the cost,"By examining all of the errors, the technicians were able to figure out how to fix the problem.","Bằng cách xem xét mọi lỗi, các kỹ thuật viên đã có thể tìm ra cách để sửa chữa các sự cố.",https://audio.tflat.vn/data/cache/images/300x225/f/i/figure_out.jpg,https://audio.tflat.vn/audio/f/i/figure_out.mp3,Computers and the Internet,https://tienganhtflat.com/blog/toeic-words-computers-and-the-internet,2026-07-24 17:22:34.132489
