id,group_id,question_number,question_text,correct_answer,explanation,display_order
1493,773,93,Which gate for flight 67?,B,Gate 8,2
1494,773,94,What should passengers do 67?,B,Proceed to gate,3
1495,774,95,What type of announcement 68?,A,service change,1
1496,774,96,Which gate for flight 68?,A,Gate 9,2
1497,774,97,What should passengers do 68?,D,Proceed to gate,3
1498,775,98,What type of announcement 69?,D,safety notice,1
1499,775,99,Which gate for flight 69?,B,Gate 10,2
1500,775,100,What should passengers do 69?,A,Proceed to gate,3
1501,776,101,The business meeting 180 requires proper prepositions usage.,D,prepositions,1
1502,777,102,The project timeline 181 requires proper verb tenses usage.,B,verb tenses,1
1503,778,103,The team collaboration 182 requires proper articles usage.,D,articles,1
1504,779,104,The budget allocation 183 requires proper pronouns usage.,C,pronouns,1
1505,780,105,The resource management 184 requires proper conjunctions usage.,B,conjunctions,1
1506,781,106,The business meeting 185 requires proper prepositions usage.,B,prepositions,1
1507,782,107,The project timeline 186 requires proper verb tenses usage.,A,verb tenses,1
1508,783,108,The team collaboration 187 requires proper articles usage.,C,articles,1
1509,784,109,The budget allocation 188 requires proper pronouns usage.,D,pronouns,1
1510,785,110,The resource management 189 requires proper conjunctions usage.,D,conjunctions,1
1511,786,111,The business meeting 190 requires proper prepositions usage.,B,prepositions,1
1512,787,112,The project timeline 191 requires proper verb tenses usage.,B,verb tenses,1
1513,788,113,The team collaboration 192 requires proper articles usage.,C,articles,1
1514,789,114,The budget allocation 193 requires proper pronouns usage.,D,pronouns,1
1515,790,115,The resource management 194 requires proper conjunctions usage.,D,conjunctions,1
1516,791,116,The business meeting 195 requires proper prepositions usage.,D,prepositions,1
1517,792,117,The project timeline 196 requires proper verb tenses usage.,D,verb tenses,1
1518,793,118,The team collaboration 197 requires proper articles usage.,A,articles,1
1519,794,119,The budget allocation 198 requires proper pronouns usage.,D,pronouns,1
1520,795,120,The resource management 199 requires proper conjunctions usage.,B,conjunctions,1
1521,796,121,The business meeting 200 requires proper prepositions usage.,C,prepositions,1
1522,797,122,The project timeline 201 requires proper verb tenses usage.,B,verb tenses,1
1523,798,123,The team collaboration 202 requires proper articles usage.,B,articles,1
1524,799,124,The budget allocation 203 requires proper pronouns usage.,C,pronouns,1
1525,800,125,The resource management 204 requires proper conjunctions usage.,A,conjunctions,1
1526,801,126,The business meeting 205 requires proper prepositions usage.,B,prepositions,1
1527,802,127,The project timeline 206 requires proper verb tenses usage.,B,verb tenses,1
1528,803,128,The team collaboration 207 requires proper articles usage.,D,articles,1
1529,804,129,The budget allocation 208 requires proper pronouns usage.,A,pronouns,1
1530,805,130,The resource management 209 requires proper conjunctions usage.,D,conjunctions,1
1531,806,131,Blank 1 in email 24,D,concerns,1
1532,806,132,Blank 2 in email 24,C,review,2
1533,806,133,Blank 3 in email 24,C,respond,3
1534,806,134,Blank 4 in email 24,D,accordingly,4
1535,807,135,Blank 1 in memo 25,B,concerns,1
1536,807,136,Blank 2 in memo 25,B,review,2
1537,807,137,Blank 3 in memo 25,D,respond,3
1538,807,138,Blank 4 in memo 25,C,accordingly,4
1539,808,139,Blank 1 in notice 26,C,concerns,1
1540,808,140,Blank 2 in notice 26,B,review,2
1541,808,141,Blank 3 in notice 26,D,respond,3
1542,808,142,Blank 4 in notice 26,D,accordingly,4
1543,809,143,Blank 1 in training 27,A,concerns,1
1544,809,144,Blank 2 in training 27,B,review,2
1545,809,145,Blank 3 in training 27,C,respond,3
1546,809,146,Blank 4 in training 27,B,accordingly,4
1547,810,147,What is this email about?,D,The regarding the partnership agreement,1
1548,810,148,Who sent this email?,B,Company Name,2
1549,810,149,What should the reader do?,B,Read carefully,3
1550,810,150,What is this email about?,D,The regarding the partnership agreement,4
1551,811,151,What is this notice about?,C,The about the employee benefits,1
1552,811,152,Who sent this notice?,C,Company Name,2
1553,811,153,What should the reader do?,A,Read carefully,3
1554,812,154,What is this advertisement about?,D,The concerning the safety inspection,1
1555,812,155,Who sent this advertisement?,B,Company Name,2
1556,812,156,What should the reader do?,B,Read carefully,3
1557,812,157,What is this advertisement about?,B,The concerning the safety inspection,4
1558,813,158,What is this schedule about?,D,The regarding the website update,1
1559,813,159,Who sent this schedule?,C,Company Name,2
1560,813,160,What should the reader do?,A,Read carefully,3
1561,814,161,What is this invoice about?,D,The about the mobile app launch,1
1562,814,162,Who sent this invoice?,D,Company Name,2
1563,814,163,What should the reader do?,D,Read carefully,3
1564,814,164,What is this invoice about?,C,The about the mobile app launch,4
1565,815,165,What is this email about?,B,The concerning the network security,1
1566,815,166,Who sent this email?,C,Company Name,2
1567,815,167,What should the reader do?,D,Read carefully,3
1568,816,168,What is this notice about?,C,The regarding the document archive,1
1569,816,169,Who sent this notice?,B,Company Name,2
1570,816,170,What should the reader do?,D,Read carefully,3
1571,816,171,What is this notice about?,D,The regarding the document archive,4
1572,817,172,What is this advertisement about?,D,The about the email migration,1
1573,817,173,Who sent this advertisement?,A,Company Name,2
1574,817,174,What should the reader do?,C,Read carefully,3
1575,818,175,What is this schedule about?,A,The concerning the server maintenance,1
1576,818,176,Who sent this schedule?,B,Company Name,2
1577,818,177,What should the reader do?,A,Read carefully,3
1578,818,178,What is this schedule about?,C,The concerning the server maintenance,4
1579,819,179,What is this invoice about?,D,The regarding the project deadline,1
1580,819,180,Who sent this invoice?,D,Company Name,2
1581,819,181,What should the reader do?,C,Read carefully,3
1582,820,182,What is this email about?,B,The about the client meeting,1
1583,820,183,Who sent this email?,D,Company Name,2
1584,820,184,What should the reader do?,D,Read carefully,3
1585,820,185,What is this email about?,C,The about the client meeting,4
1586,821,186,What is this notice about?,D,The concerning the budget approval,1
1587,821,187,Who sent this notice?,B,Company Name,2
1588,821,188,What should the reader do?,C,Read carefully,3
1589,822,189,What is this advertisement about?,D,The regarding the schedule change,1
1590,822,190,Who sent this advertisement?,B,Company Name,2
1591,822,191,What should the reader do?,C,Read carefully,3
1592,822,192,What is this advertisement about?,B,The regarding the schedule change,4
1593,823,193,What is this schedule about?,A,The about the contract renewal,1
1594,823,194,Who sent this schedule?,C,Company Name,2
1595,823,195,What should the reader do?,C,Read carefully,3
1596,823,196,What is this schedule about?,D,The about the contract renewal,4
1597,824,197,What is this invoice about?,A,The regarding the product launch,1
1598,824,198,Who sent this invoice?,C,Company Name,2
1599,824,199,What should the reader do?,C,Read carefully,3
1600,824,200,What is this invoice about?,D,The regarding the product launch,4
1601,825,1,,D,Two consultants are advising a business client nearby,1
1602,826,2,,C,Several trainers are conducting a fitness class in the background,1
1603,827,3,,B,A team is filming a commercial video currently,1
1604,828,4,,B,A woman is managing social media accounts,1
1605,829,5,,B,A man is developing a marketing strategy with colleagues,1
1606,830,6,,B,Two designers are creating a brand identity nearby,1
1607,831,13,What's the support?,A,24/7 support,1
1608,832,14,What's the pricing?,B,Monthly subscription,1
1609,833,15,Can I get refund?,A,30-day refund,1
1610,834,16,What's the trial?,D,14-day free trial,1
1611,835,17,Can I get demo?,D,Live demo,1
1612,836,18,Do you offer support?,D,24/7 support,1
1613,837,19,What's the SLA?,A,99.9% uptime,1
1614,838,20,Can I cancel?,D,Cancel anytime,1
1615,839,21,What's the integration?,A,Full integration,1
1616,840,22,Can I use offline?,C,Offline mode,1
1617,841,23,What's the support?,A,24/7 phone support,1
1618,842,24,Can I upgrade?,D,Anytime upgrade,1
1619,843,25,What's the pricing?,C,Monthly subscription,1
1620,844,26,What's the trial?,A,14-day free trial,1
1621,845,27,Can I get demo?,A,Live demo,1
1622,846,28,Do you offer support?,C,24/7 support,1
1623,847,29,What's the SLA?,B,99.9% uptime,1
1624,848,30,Can I cancel?,B,Cancel anytime,1
1625,849,31,What's the integration?,C,Full integration,1
1626,850,32,Can I use offline?,B,Offline mode,1
1627,851,33,What's the support?,A,24/7 phone support,1
1628,852,34,Can I upgrade?,A,Anytime upgrade,1
1629,853,35,What's the pricing?,A,Monthly subscription,1
1630,854,36,What's the trial?,A,14-day free trial,1
1631,855,37,Can I get demo?,C,Live demo,1
1632,856,32,What is the status of client meeting 91?,B,On track,1
1633,856,33,What needs to be done for client meeting 91?,B,Finalize the report,2
1634,856,34,Who is working on client meeting 91?,A,The team,3
1635,857,35,What is the status of team collaboration 92?,D,On track,1
1636,857,36,What needs to be done for team collaboration 92?,C,Finalize the report,2
1637,857,37,Who is working on team collaboration 92?,C,The team,3
1638,858,38,What is the status of budget approval 93?,B,On track,1
1639,858,39,What needs to be done for budget approval 93?,B,Finalize the report,2
1640,858,40,Who is working on budget approval 93?,B,The team,3
1641,859,41,What is the status of product launch 94?,C,On track,1
1642,859,42,What needs to be done for product launch 94?,D,Finalize the report,2
1643,859,43,Who is working on product launch 94?,C,The team,3
1644,860,44,What is the status of project deadline 95?,D,On track,1
1645,860,45,What needs to be done for project deadline 95?,C,Finalize the report,2
1646,860,46,Who is working on project deadline 95?,A,The team,3
1647,861,47,What is the status of client meeting 96?,C,On track,1
1648,861,48,What needs to be done for client meeting 96?,B,Finalize the report,2
1649,861,49,Who is working on client meeting 96?,D,The team,3
1650,862,50,What is the status of team collaboration 97?,B,On track,1
1651,862,51,What needs to be done for team collaboration 97?,B,Finalize the report,2
1652,862,52,Who is working on team collaboration 97?,C,The team,3
1653,863,53,What is the status of budget approval 98?,C,On track,1
1654,863,54,What needs to be done for budget approval 98?,A,Finalize the report,2
1655,863,55,Who is working on budget approval 98?,A,The team,3
1656,864,56,What is the status of product launch 99?,B,On track,1
1657,864,57,What needs to be done for product launch 99?,C,Finalize the report,2
1658,864,58,Who is working on product launch 99?,C,The team,3
1659,865,59,What is the status of project deadline 100?,A,On track,1
1660,865,60,What needs to be done for project deadline 100?,C,Finalize the report,2
1661,865,61,Who is working on project deadline 100?,D,The team,3
1662,866,62,What is the status of client meeting 101?,A,On track,1
1663,866,63,What needs to be done for client meeting 101?,B,Finalize the report,2
1664,866,64,Who is working on client meeting 101?,A,The team,3
1665,867,65,What is the status of team collaboration 102?,C,On track,1
1666,867,66,What needs to be done for team collaboration 102?,B,Finalize the report,2
1667,867,67,Who is working on team collaboration 102?,B,The team,3
1668,868,68,What is the status of budget approval 103?,D,On track,1
1669,868,69,What needs to be done for budget approval 103?,D,Finalize the report,2
1670,868,70,Who is working on budget approval 103?,A,The team,3
1671,869,71,What type of announcement 70?,A,flight departure,1
1672,869,72,Which gate for flight 70?,A,Gate 11,2
1673,869,73,What should passengers do 70?,C,Proceed to gate,3
1674,870,74,What type of announcement 71?,D,weather alert,1
1675,870,75,Which gate for flight 71?,D,Gate 12,2
1676,870,76,What should passengers do 71?,B,Proceed to gate,3
1677,871,77,What type of announcement 72?,C,facility update,1
1678,871,78,Which gate for flight 72?,B,Gate 13,2
1679,871,79,What should passengers do 72?,A,Proceed to gate,3
1680,872,80,What type of announcement 73?,B,service change,1
1681,872,81,Which gate for flight 73?,B,Gate 14,2
1682,872,82,What should passengers do 73?,A,Proceed to gate,3
